01/18/15 15:50	3275
01/18/15 16:55	69928
01/18/15 17:00	94794
01/18/15 17:02	161070
01/18/15 17:08	105511
01/18/15 17:13	115826
01/18/15 17:19	116788
01/18/15 17:25	120584
01/18/15 17:30	120194
01/18/15 17:36	121107
01/18/15 17:41	120762
01/18/15 17:47	120158
01/18/15 17:53	120016
01/18/15 17:58	120203
01/18/15 18:04	123241
01/18/15 18:09	119975
01/18/15 18:15	119855
01/18/15 18:21	121416
01/18/15 18:26	122062
01/18/15 18:32	120857
01/18/15 18:37	122371
01/18/15 18:43	215066
01/18/15 18:49	137372
01/18/15 18:55	119423
01/18/15 19:00	118910
01/18/15 19:06	120965
01/18/15 19:11	119114
01/18/15 19:17	121879
01/18/15 19:23	122161
01/18/15 19:28	120883
01/18/15 19:34	122734
01/18/15 19:39	121861
01/18/15 19:45	111370
01/18/15 19:51	123623
01/18/15 19:56	125231
01/18/15 20:02	218055
01/18/15 20:08	220271
01/18/15 20:14	219474
01/18/15 20:20	221258
01/18/15 20:26	215565
01/18/15 20:32	219252
01/18/15 20:38	216171
01/18/15 20:44	218359
01/18/15 20:50	216828
01/18/15 20:55	215874
01/18/15 21:01	216933
01/18/15 21:07	218465
01/18/15 21:13	217009
01/18/15 21:19	215700
01/18/15 21:25	129100
01/18/15 21:30	120804
01/18/15 21:36	120235
01/18/15 21:42	123244
01/18/15 21:47	118459
01/18/15 21:53	120501
01/18/15 21:58	119645
01/18/15 22:04	120340
01/18/15 22:10	213314
01/18/15 22:16	212403
01/18/15 22:22	214225
01/18/15 22:28	213636
01/18/15 22:34	217403
01/18/15 22:39	212431
01/18/15 22:45	216345
01/18/15 22:51	214372
01/18/15 22:57	215242
01/18/15 23:03	215043
01/18/15 23:09	213697
01/18/15 23:15	212160
01/18/15 23:21	215986
01/18/15 23:27	216036
01/18/15 23:33	212004
01/18/15 23:39	213843
01/18/15 23:45	212988
01/18/15 23:50	209435
01/18/15 23:56	212700
01/19/15 00:02	219258
01/19/15 00:08	219112
01/19/15 00:14	215578
01/19/15 00:20	215276
01/19/15 00:26	219529
01/19/15 00:32	215618
01/19/15 00:38	218189
01/19/15 00:44	215981
01/19/15 00:50	217571
01/19/15 00:56	214953
01/19/15 01:01	218193
01/19/15 01:07	213590
01/19/15 01:13	215532
01/19/15 01:19	217562
01/19/15 01:25	214433
01/19/15 01:31	217889
01/19/15 01:37	212725
01/19/15 01:43	214462
01/19/15 01:49	216852
01/19/15 01:55	215251
01/19/15 02:01	216762
01/19/15 02:07	215227
01/19/15 02:12	214955
01/19/15 02:18	217776
01/19/15 02:24	212064
01/19/15 02:30	217596
01/19/15 02:36	214775
01/19/15 02:42	215175
01/19/15 02:48	217543
01/19/15 02:54	214682
01/19/15 03:00	212906
01/19/15 03:06	215282
01/19/15 03:12	217878
01/19/15 03:18	215070
01/19/15 03:23	217676
01/19/15 03:29	216662
01/19/15 03:35	214357
01/19/15 03:41	213281
01/19/15 03:47	216097
01/19/15 03:53	213829
01/19/15 03:59	216747
01/19/15 04:05	197965
01/19/15 04:11	200456
01/19/15 04:17	196236
01/19/15 04:23	200906
01/19/15 04:29	197350
01/19/15 04:34	189171
01/19/15 04:40	185962
01/19/15 04:46	189821
01/19/15 04:52	185896
01/19/15 04:58	194964
01/19/15 05:04	195438
01/19/15 05:10	193170
01/19/15 05:16	193246
01/19/15 05:22	194493
01/19/15 05:28	195252
01/19/15 05:33	192161
01/19/15 05:39	199459
01/19/15 05:45	191384
01/19/15 05:51	193431
01/19/15 05:57	192127
01/19/15 06:03	212640
01/19/15 06:09	214183
01/19/15 06:15	216191
01/19/15 06:21	212800
01/19/15 06:27	212897
01/19/15 06:32	217298
01/19/15 06:38	213271
01/19/15 06:44	215690
01/19/15 06:50	209367
01/19/15 06:56	208623
01/19/15 07:02	199039
01/19/15 07:08	195154
01/19/15 07:13	154794
01/19/15 07:19	126492
01/19/15 07:25	109771
01/19/15 07:30	84371
01/19/15 07:36	56775
01/19/15 07:41	38718
01/19/15 07:46	39604
01/19/15 07:52	28482
01/19/15 07:57	19799
01/19/15 08:02	12860
01/19/15 08:07	10414
01/19/15 08:12	8442
01/19/15 08:18	6414
01/19/15 08:23	5214
01/19/15 08:28	3593
01/19/15 08:33	3054
01/19/15 08:39	2576
01/19/15 08:44	2424
01/19/15 08:49	2592
01/19/15 08:54	2299
01/19/15 08:59	2201
01/19/15 09:05	2099
01/19/15 09:10	2207
01/19/15 09:15	2248
01/19/15 09:20	2240
01/19/15 09:25	1730
01/19/15 09:31	1349
01/19/15 09:36	1409
01/19/15 09:41	1498
01/19/15 09:46	1326
01/19/15 09:51	1608
01/19/15 09:57	1305
01/19/15 10:02	1387
01/19/15 10:07	1374
01/19/15 10:12	1061
01/19/15 10:18	978
01/19/15 10:23	788
01/19/15 10:28	393
01/19/15 10:33	596
01/19/15 10:38	784
01/19/15 10:44	854
01/19/15 10:49	703
01/19/15 10:54	374
01/19/15 10:59	308
01/19/15 11:04	700
01/19/15 11:10	784
01/19/15 11:15	933
01/19/15 11:20	1012
01/19/15 11:25	747
01/19/15 11:30	605
01/19/15 11:36	728
01/19/15 11:41	710
01/19/15 11:46	1008
01/19/15 11:51	1038
01/19/15 11:56	1163
01/19/15 12:02	803
01/19/15 12:07	164
01/19/15 12:12	521
01/19/15 12:17	811
01/19/15 12:22	619
01/19/15 12:28	628
01/19/15 12:33	671
01/19/15 12:38	672
01/19/15 12:43	878
01/19/15 12:48	1131
01/19/15 12:54	1292
01/19/15 12:59	1476
01/19/15 13:04	1394
01/19/15 13:09	1312
01/19/15 13:14	1422
01/19/15 13:20	1467
01/19/15 13:25	1388
01/19/15 13:30	1419
01/19/15 13:35	1602
01/19/15 13:41	1831
01/19/15 13:46	1725
01/19/15 13:51	1885
01/19/15 13:56	2044
01/19/15 14:01	2301
01/19/15 14:07	2455
01/19/15 14:12	2723
01/19/15 14:17	2650
01/19/15 14:22	2149
01/19/15 14:27	1883
01/19/15 14:33	1882
01/19/15 14:38	2099
01/19/15 14:43	2028
01/19/15 14:48	2019
01/19/15 14:53	1772
01/19/15 14:59	1437
01/19/15 15:04	1056
01/19/15 15:09	1076
01/19/15 15:14	1180
01/19/15 15:19	1542
01/19/15 15:25	1594
01/19/15 15:30	1720
01/19/15 15:35	1865
01/19/15 15:40	1870
01/19/15 15:46	1845
01/19/15 15:51	2041
01/19/15 15:56	2777
01/19/15 16:01	3869
01/19/15 16:06	5062
01/19/15 16:12	7021
01/19/15 16:17	7677
01/19/15 16:22	9057
01/19/15 16:27	12963
01/19/15 16:33	17380
01/19/15 16:38	24632
01/19/15 16:43	37045
01/19/15 16:49	56711
01/19/15 16:54	88558
01/19/15 17:00	126634
